"full_name","q","i","pha","H","moid","ad","first_obs","condition_code"
"       (2022 AQ1)",0.836,15.25,N,25.83,0.0142,1.41,2022-01-06,8
"       (2022 AR1)",0.596,0.55,N,24.86,0.0089,2.63,2022-01-06,9
"       (2022 AT1)",0.876,8.73,N,26.22,0.00404,3.09,2022-01-07,7
"       (2022 AU1)",0.186,26.20,N,19.98,0.306,4.93,2022-01-04,8
"       (2022 AY1)",0.908,25.52,Y,22.01,0.00255,1.48,2022-01-05,6
"       (2022 AZ1)",1.018,8.77,N,24.27,0.0481,2.93,2022-01-06,8
"       (2022 AA2)",0.957,8.83,N,26.30,0.00725,1.68,2022-01-07,7
"       (2022 AB2)",0.954,9.98,N,24.86,0.0558,1.22,2022-01-06,6
"       (2022 AC2)",0.939,63.13,N,20.21,0.309,3.37,2022-01-06,4
"       (2022 AD2)",1.049,44.00,N,22.54,0.0685,2.33,2022-01-07,9
"       (2022 AE2)",0.890,8.87,N,25.87,0.000848,1.58,2022-01-07,3
"       (2022 AF2)",1.027,21.77,N,24.67,0.046,1.10,2022-01-06,8
"       (2022 AG2)",0.966,4.56,N,27.39,0.00773,3.95,2022-01-07,7
"       (2022 AH2)",1.076,18.12,N,24.60,0.151,1.54,2022-01-06,7
"       (2022 AJ2)",0.894,13.33,N,23.54,0.104,2.89,2022-01-06,9
"       (2022 AK2)",0.435,8.25,N,26.20,0.0111,1.15,2022-01-05,7
"       (2022 AL2)",1.211,33.07,N,21.34,0.409,2.07,2021-12-13,1
"       (2022 AM2)",0.993,12.33,N,25.23,0.056,3.03,2022-01-04,9
"       (2022 AN2)",0.892,12.61,Y,21.62,0.0242,3.89,2022-01-05,6
"       (2022 AO2)",0.945,32.50,N,24.19,0.0248,1.02,2022-01-06,8
"       (2022 AP2)",1.115,0.81,N,22.30,0.125,4.10,2022-01-06,8
"       (2022 AQ2)",0.971,3.12,N,26.29,0.0151,1.31,2022-01-06,7
"       (2022 AR2)",0.987,19.02,N,27.66,0.00505,1.98,2022-01-07,6
"       (2022 AS2)",0.994,0.98,N,28.95,0.0114,1.54,2022-01-07,6
"       (2022 AT2)",0.964,6.15,N,26.95,0.000321,1.94,2022-01-07,5
"       (2022 AU2)",1.084,6.26,N,22.57,0.113,3.77,2022-01-06,5
"       (2022 AV2)",0.929,19.29,N,24.81,0.0477,1.62,2022-01-07,8
"       (2022 AW2)",1.021,7.72,N,25.19,0.0489,2.59,2022-01-06,8
"       (2022 AY2)",0.930,10.94,Y,19.81,0.013,3.89,2022-01-06,7
"       (2022 AZ2)",0.967,6.69,N,27.75,0.0105,4.00,2022-01-05,7
"       (2022 AA3)",0.733,8.00,Y,20.57,0.0412,4.00,2022-01-06,5
"       (2022 AH3)",0.647,0.88,N,24.31,0.015,1.88,2022-01-06,9
"       (2022 AJ3)",0.764,2.50,N,23.60,0.0407,1.72,2022-01-06,5
"       (2022 AK3)",1.151,2.69,N,23.92,0.168,3.91,2022-01-06,6
"       (2022 AL3)",0.441,16.82,N,21.96,0.155,1.68,2010-01-06,1
"       (2022 AM3)",0.839,6.68,N,26.57,0.025,1.23,2022-01-08,7
"       (2022 AO3)",1.201,27.25,N,21.28,0.204,1.40,2022-01-06,7
"       (2022 AP3)",1.064,2.46,N,25.50,0.0819,1.61,2022-01-07,5
"       (2022 AQ3)",0.955,6.37,N,26.50,0.0279,1.63,2022-01-07,8
"       (2022 AR3)",0.880,1.89,N,25.37,0.019,3.88,2022-01-07,9
"       (2022 AS3)",0.999,2.66,N,25.87,0.0166,1.92,2022-01-08,7
"       (2022 AT3)",1.053,7.75,N,25.21,0.0708,1.47,2022-01-07,6
"       (2022 AU3)",1.192,8.60,N,21.36,0.208,3.59,2022-01-08,5
"       (2022 AV3)",0.782,2.71,N,25.43,0.00436,1.86,2022-01-08,7
"       (2022 AX3)",1.275,22.59,N,19.14,0.428,4.87,2017-07-01,0
"       (2022 AY3)",0.957,24.65,N,24.27,0.0526,4.96,2022-01-08,8
"       (2022 AZ3)",0.478,7.79,N,20.74,0.114,3.62,2022-01-07,7
"       (2022 AA4)",0.956,2.46,N,27.86,0.00282,1.33,2022-01-08,6
"       (2022 AB4)",0.810,3.99,N,26.79,0.0013,1.68,2022-01-09,6
"       (2022 AC4)",0.911,5.83,N,29.08,0.00133,1.82,2022-01-09,6
"       (2022 AD4)",0.757,9.09,N,27.56,0.00839,1.01,2022-01-09,6
"       (2022 AE4)",0.603,33.89,N,23.51,0.0872,1.64,2022-01-07,7
"       (2022 AS4)",0.911,7.94,N,26.41,0.0125,3.02,2022-01-06,8
"       (2022 AT4)",1.223,7.13,N,23.85,0.248,2.66,2022-01-07,7
"       (2022 AU4)",1.109,31.03,N,24.20,0.143,1.57,2022-01-08,9
"       (2022 AV4)",1.013,4.31,N,25.75,0.0373,1.61,2022-01-07,6
"       (2022 AW4)",1.144,4.66,N,23.86,0.163,1.64,2022-01-06,5
"       (2022 AX4)",0.870,5.16,N,26.11,0.0156,1.32,2022-01-08,7
"       (2022 AY4)",0.751,1.33,N,29.70,0.000819,4.19,2022-01-07,7
"       (2022 AZ4)",0.850,13.18,N,23.09,0.0794,1.91,2022-01-08,6
"       (2022 AA5)",0.937,0.56,N,23.60,0.00561,2.31,2022-01-07,0
"       (2022 AB5)",1.165,7.36,N,23.16,0.183,3.14,2022-01-07,6
"       (2022 AE5)",0.994,7.78,N,25.30,0.0178,3.11,2022-01-09,7
"       (2022 AF5)",0.778,5.42,N,26.66,0.0223,1.38,2022-01-04,6
"       (2022 AJ5)",1.190,0.95,N,20.79,0.208,3.46,2015-04-18,1
"       (2022 AK5)",0.979,6.29,N,24.15,0.0594,3.06,2022-01-06,7
"       (2022 AL5)",1.040,7.35,N,26.63,0.0559,1.70,2022-01-08,8
"       (2022 AM5)",0.435,12.44,N,23.48,0.107,1.20,2022-01-09,6
"       (2022 AN5)",0.902,3.44,N,26.08,0.0107,1.35,2022-01-09,7
"       (2022 AO5)",1.068,4.51,N,25.41,0.0877,2.92,2022-01-09,6
"       (2022 AP5)",1.007,8.86,N,25.07,0.046,2.66,2022-01-10,7
"       (2022 AQ5)",1.036,8.88,N,24.97,0.0593,2.28,2022-01-10,7
"       (2022 AR5)",0.937,11.15,N,26.81,0.0114,3.10,2022-01-06,8
"       (2022 AS5)",0.965,9.48,N,26.49,0.0166,1.92,2022-01-10,7
"       (2022 AT5)",0.614,15.22,N,27.70,0.0124,1.05,2022-01-10,7
"       (2022 AU5)",1.003,6.09,N,26.20,0.0195,2.09,2022-01-10,8
"       (2022 AV5)",0.697,31.29,N,24.44,0.0239,1.60,2022-01-10,8
"       (2022 AW5)",1.197,36.67,N,21.44,0.478,2.35,2022-01-08,7
"       (2022 AX5)",1.069,28.72,N,20.41,0.346,3.14,2016-01-18,0
"       (2022 AY5)",0.902,0.84,N,29.20,0.000565,2.25,2022-01-11,7
"       (2022 AZ5)",1.177,5.40,N,22.89,0.22,2.57,2022-01-09,6
"       (2022 AA6)",1.006,4.64,N,27.16,0.024,1.77,2022-01-10,8
"       (2022 AB6)",0.719,3.89,N,22.92,0.0591,1.62,2022-01-11,7
"       (2022 AD6)",0.594,5.60,N,20.96,0.0844,4.01,2022-01-08,6
"       (2022 AE6)",0.947,5.04,N,25.64,0.00782,4.22,2022-01-09,8
"       (2022 AF6)",1.061,8.65,N,23.73,0.0817,3.23,2022-01-09,7
"       (2022 AG6)",1.003,1.21,N,26.36,0.0205,1.83,2022-01-10,5
"       (2022 AO6)",0.981,9.13,N,25.26,0.00364,2.02,2022-01-12,5
"       (2022 AS6)",1.096,13.53,N,24.84,0.122,1.44,2022-01-10,6
"       (2022 AT6)",0.934,45.11,N,23.23,0.0871,2.31,2022-01-10,8
"       (2022 AV6)",1.282,7.35,N,21.77,0.309,3.51,2021-12-17,6
"       (2022 AW6)",0.758,8.84,N,22.81,0.0639,3.64,2022-01-10,8
"       (2022 AX6)",0.864,7.05,N,26.80,0.00531,3.83,2022-01-13,8
"       (2022 AY6)",0.539,0.81,N,26.30,0.00207,3.66,2022-01-13,9
"       (2022 AB7)",0.964,6.48,N,24.85,0.0616,1.28,2022-01-13,5
"       (2022 AC7)",0.932,4.16,N,30.14,0.00145,1.35,2022-01-10,6
"       (2022 AK7)",1.271,26.13,N,20.13,0.425,4.01,2022-01-09,5
"       (2022 AP7)",0.833,13.83,Y,17.33,0.0474,5.01,2017-12-20,1
"       (2022 AZ7)",0.863,13.15,N,17.77,0.0991,4.24,2010-11-10,0
"       (2022 AB9)",1.292,5.13,N,20.39,0.323,3.36,2003-08-26,0
"       (2022 AV13)",0.904,0.05,N,31.82,0.00043,1.74,2022-01-06,7
"       (2022 AY54)",0.846,29.77,N,30.26,0.00168,1.55,2022-01-07,9
"       (2022 BA)",0.483,28.45,Y,21.36,0.0203,1.13,2014-02-02,1
"       (2022 BB)",0.976,4.69,N,27.15,0.00542,2.44,2022-01-21,6
"       (2022 BC)",1.015,7.45,N,25.38,0.034,3.16,2022-01-21,8
"       (2022 BD)",1.031,12.39,N,25.61,0.0503,2.03,2022-01-09,8
"       (2022 BE)",0.917,8.70,N,28.13,0.00547,1.68,2022-01-21,7
"       (2022 BF)",0.830,3.03,N,27.12,0.00152,2.53,2022-01-22,7
"       (2022 BH)",0.914,1.99,N,26.04,0.00443,1.75,2022-01-22,7
"       (2022 BJ)",0.478,6.81,Y,21.46,0.00452,4.31,2022-01-20,6
"       (2022 BK)",1.034,10.71,N,22.70,0.0541,3.90,2022-01-22,6
"       (2022 BL)",1.009,17.43,N,21.84,0.212,4.80,2022-01-22,4
"       (2022 BM)",0.831,18.58,N,20.20,0.15,3.86,2022-01-20,7
"       (2022 BN)",0.764,3.19,N,28.47,0.000325,3.03,2022-01-23,6
"       (2022 BQ)",0.739,13.03,N,25.93,0.0236,1.14,2022-01-24,6
"       (2022 BR)",1.038,3.00,N,25.92,0.0552,2.62,2022-01-24,7
"       (2022 BS)",1.016,36.78,N,23.93,0.0786,2.13,2022-01-24,8
"       (2022 BT)",0.964,3.93,N,29.82,0.00137,1.40,2022-01-25,6
"       (2022 BU)",1.006,0.74,N,27.06,0.0235,3.75,2022-01-25,7
"       (2022 BV)",1.069,22.79,N,23.64,0.131,2.43,2022-01-24,8
"       (2022 BW)",1.030,6.25,N,23.94,0.0807,2.88,2022-01-05,7
"       (2022 BX)",1.097,9.97,N,24.06,0.116,2.24,2022-01-24,6
"       (2022 BY)",1.021,7.02,N,26.29,0.0371,1.71,2022-01-25,7
"       (2022 BZ)",0.967,5.20,N,24.14,0.0785,2.79,2022-01-06,5
"       (2022 BA1)",0.550,27.84,N,22.58,0.113,1.64,2022-01-08,6
"       (2022 BB1)",0.686,18.57,N,25.11,0.0105,1.90,2022-01-25,8
"       (2022 BC1)",1.027,7.47,N,23.64,0.0513,2.07,2022-01-25,6
"       (2022 BD1)",0.391,0.29,N,29.32,0.000931,3.01,2022-01-26,8
"       (2022 BE1)",0.824,4.44,N,28.36,0.0109,1.04,2022-01-25,6
"       (2022 BF1)",0.702,10.31,N,25.26,0.0162,1.61,2022-01-25,7
"       (2022 BG1)",1.057,11.45,N,25.64,0.0733,2.05,2022-01-25,8
"       (2022 BH1)",0.312,8.61,Y,20.91,0.0387,4.35,2022-01-08,7
"       (2022 BJ1)",0.696,6.72,N,22.55,0.0249,2.82,2022-01-25,8
"       (2022 BK1)",1.047,7.17,N,23.38,0.0988,3.06,2022-01-25,6
"       (2022 BL1)",0.850,5.76,N,25.88,0.0163,1.50,2022-01-25,8
"       (2022 BM1)",0.749,1.99,N,26.56,0.0026,2.68,2022-01-25,8
"       (2022 BN1)",0.922,10.00,N,26.63,0.00677,1.13,2022-01-25,7
"       (2022 BO1)",0.844,1.29,N,27.48,0.00329,3.51,2022-01-26,7
"       (2022 BP1)",0.963,4.49,N,28.16,0.00902,3.74,2022-01-26,8
"       (2022 BQ1)",1.072,3.73,N,24.36,0.0878,3.51,2022-01-07,6
"       (2022 BR1)",0.923,1.56,N,25.23,0.0206,4.56,2022-01-26,8
"       (2022 BT1)",0.854,7.23,N,22.78,0.0599,2.73,2022-01-25,6
"       (2022 BU1)",1.050,24.95,N,21.44,0.137,2.45,2022-01-25,6
"       (2022 BV1)",1.033,12.32,N,24.16,0.0748,1.56,2022-01-26,7
"       (2022 BW1)",0.742,11.69,N,25.41,0.0449,1.46,2022-01-26,8
"       (2022 BX1)",0.869,2.95,Y,21.65,0.000469,2.16,2020-08-16,0
"       (2022 BY1)",0.402,21.77,N,27.84,0.0039,4.38,2022-01-27,8
"       (2022 BZ1)",1.019,14.61,N,25.98,0.0528,2.09,2022-01-25,8
"       (2022 BB2)",0.317,8.01,N,26.54,0.0109,1.15,2022-01-25,7
"       (2022 BC2)",0.916,6.67,N,22.72,0.0622,1.76,2022-01-25,6
"       (2022 BF2)",0.716,7.92,N,23.02,0.0303,3.32,2022-01-25,1
"       (2022 BG2)",0.813,5.41,N,24.99,0.026,2.93,2022-01-26,8
"       (2022 BH2)",0.571,4.32,N,25.28,0.00615,2.48,2022-01-26,7
"       (2022 BJ2)",1.004,7.24,N,24.58,0.0307,3.72,2022-01-26,7
"       (2022 BK2)",1.116,12.54,N,24.14,0.139,1.97,2022-01-26,6
"       (2022 BL2)",0.843,8.04,N,28.11,0.0171,1.01,2022-01-27,6
"       (2022 BM2)",0.738,0.88,N,24.89,0.000628,4.29,2022-01-27,8
"       (2022 BN2)",0.775,5.91,N,29.76,0.000852,1.36,2022-01-27,6
"       (2022 BO2)",1.019,24.97,N,25.95,0.0436,1.71,2022-01-27,8
"       (2022 BP2)",0.746,0.92,N,27.05,0.00323,3.51,2022-01-27,7
"       (2022 BQ2)",0.989,9.64,N,25.10,0.0362,2.52,2022-01-27,7
"       (2022 BR2)",1.083,8.38,N,24.38,0.138,1.37,2022-01-25,7
"       (2022 BS2)",0.941,14.11,N,25.35,0.0267,1.11,2022-01-27,6
"       (2022 BT2)",0.997,16.07,N,26.20,0.0609,1.59,2022-01-26,8
"       (2022 BU2)",0.885,35.94,N,20.32,0.149,2.67,2022-01-25,3
"       (2022 BW2)",1.026,5.78,N,27.82,0.0418,2.07,2022-01-24,8
"       (2022 BZ2)",1.287,23.60,N,19.88,0.475,3.67,2022-01-25,9
"       (2022 BA3)",1.106,5.39,N,22.09,0.146,3.10,2022-01-07,5
"       (2022 BB3)",0.714,11.04,N,22.91,0.168,1.37,2021-01-15,2
"       (2022 BC3)",1.174,3.94,N,21.07,0.2,2.70,2002-10-05,0
"       (2022 BE3)",0.632,2.87,N,25.09,0.00918,4.96,2022-01-23,8
"       (2022 BF3)",1.144,1.23,N,23.87,0.162,4.57,2022-01-26,8
"       (2022 BG3)",1.038,5.52,N,26.41,0.0606,2.58,2022-01-25,8
"       (2022 BH3)",0.866,4.12,N,26.33,0.000656,3.35,2022-01-28,7
"       (2022 BJ3)",0.934,28.82,Y,19.70,0.0457,4.61,2021-08-30,5
"       (2022 BK3)",0.783,6.00,N,26.04,0.0235,3.13,2022-01-25,9
"       (2022 BL3)",1.073,2.64,N,25.67,0.0923,1.79,2022-01-25,5
"       (2022 BM3)",0.851,4.55,N,29.51,0.00233,1.45,2022-01-26,7
"       (2022 BN3)",0.903,29.50,N,25.22,0.00527,2.97,2022-01-28,7
"       (2022 BO3)",0.834,25.61,N,22.87,0.00162,2.97,2022-01-28,8
"       (2022 BP3)",0.995,23.98,N,25.62,0.0201,1.18,2022-01-28,7
"       (2022 BQ3)",1.132,15.07,N,19.67,0.13,4.54,2022-01-27,4
"       (2022 BR3)",1.012,6.08,N,23.41,0.0297,4.61,2022-01-07,6
"       (2022 BS3)",1.008,4.06,N,25.59,0.0213,4.03,2022-01-28,7
"       (2022 BT3)",0.756,4.98,N,26.06,0.0217,2.64,2022-01-28,8
"       (2022 BU3)",1.036,4.94,N,25.84,0.0599,3.45,2022-01-27,9
"       (2022 BV3)",0.640,14.01,N,22.96,0.0484,1.16,2022-01-28,6
"       (2022 BW3)",1.067,9.81,N,24.39,0.0954,1.14,2022-01-27,6
"       (2022 BX3)",1.067,13.56,N,24.66,0.0837,3.80,2022-01-27,7
"       (2022 BG4)",1.116,4.72,N,18.61,0.14,18.86,2022-01-20,7
"       (2022 BH4)",1.115,26.55,N,22.12,0.316,2.24,2022-01-21,7
"       (2022 BJ4)",0.692,2.79,Y,21.67,0.00902,3.26,2022-01-27,5
"       (2022 BK4)",1.101,14.29,N,24.98,0.119,1.29,2022-01-27,7
"       (2022 BL4)",1.221,25.34,N,23.43,0.241,1.90,2022-01-26,7
"       (2022 BM4)",0.415,48.49,N,20.65,0.308,2.84,2020-01-26,1
"       (2022 BN4)",0.974,9.59,N,25.68,0.045,1.88,2022-01-27,8
"       (2022 BO4)",1.150,5.95,N,23.48,0.192,2.84,2022-01-28,7
"       (2022 BP4)",0.762,13.78,N,27.75,0.00674,1.07,2022-01-29,5
"       (2022 BQ4)",0.523,59.56,N,23.80,0.0272,2.42,2022-01-29,9
"       (2022 BR4)",1.008,34.83,N,23.82,0.0499,2.60,2022-01-29,8
"       (2022 BS4)",0.950,15.59,N,25.42,0.0179,2.15,2022-01-29,8
"       (2022 BT4)",0.813,19.19,N,27.25,0.0182,1.29,2022-01-29,7
"       (2022 BU4)",0.495,1.43,N,27.20,0.00157,1.05,2022-01-30,6
"       (2022 BV4)",0.872,1.25,N,27.32,0.00504,2.98,2022-01-28,7
"       (2022 BX4)",0.890,4.55,N,27.12,0.0223,1.66,2022-01-25,7
"       (2022 BY4)",0.972,6.81,N,22.61,0.0542,2.61,2022-01-26,6
"       (2022 BZ4)",0.997,1.18,N,26.19,0.0134,4.40,2022-01-27,8
"       (2022 BA5)",0.987,15.46,N,27.16,0.0202,1.54,2022-01-30,6
"       (2022 BB5)",1.220,14.79,N,23.36,0.245,1.62,2022-01-27,6
"       (2022 BC5)",1.056,4.71,N,24.21,0.066,1.83,2022-01-28,5
"       (2022 BD5)",0.686,7.55,N,27.25,0.00234,2.98,2022-01-30,7
"       (2022 BL5)",0.340,12.21,N,25.35,0.0421,1.11,2022-01-27,7
"       (2022 BM5)",0.645,14.70,N,25.63,0.0119,1.00,2022-01-30,7
"       (2022 BN5)",0.764,8.42,N,26.33,0.0599,1.06,2022-01-25,6
"       (2022 BO5)",1.036,4.04,N,24.87,0.0535,3.22,2022-01-30,7
"       (2022 BP5)",0.974,7.80,N,24.97,0.0568,2.43,2022-01-30,8
"       (2022 BQ5)",0.974,8.95,N,26.80,0.0496,3.15,2022-01-29,8
"       (2022 BR5)",0.964,5.11,N,24.45,0.0478,1.87,2022-01-24,8
"       (2022 BX5)",1.000,0.39,N,29.04,0.0188,1.16,2022-01-21,5
"       (2022 BY5)",1.000,5.38,N,22.64,0.0891,2.64,2022-01-27,5
"       (2022 BZ5)",0.766,8.09,N,19.71,0.109,2.82,2010-05-06,0
"       (2022 BA6)",0.792,1.65,N,26.42,0.0158,1.01,2022-01-30,5
"       (2022 BC6)",0.903,13.27,N,24.09,0.0281,1.47,2022-01-30,7
"       (2022 BD6)",1.071,1.02,N,24.47,0.0842,2.26,2022-01-31,5
"       (2022 BE6)",0.955,10.75,N,27.21,0.0178,2.60,2022-01-31,8
"       (2022 BF6)",0.757,7.99,N,24.78,0.0237,3.61,2022-01-30,8
"       (2022 BG6)",0.781,1.22,N,26.70,0.00801,2.53,2022-01-31,8
"       (2022 BP6)",0.982,6.00,N,27.06,0.0305,1.38,2022-01-31,7
"       (2022 BQ6)",0.952,19.47,N,25.06,0.0671,3.75,2022-01-31,8
"       (2022 BR6)",0.968,5.50,N,26.66,0.011,2.14,2022-01-31,8
"       (2022 BS6)",0.907,2.96,N,24.26,0.035,3.43,2022-01-31,7
"       (2022 BT6)",0.495,7.43,N,24.65,0.0161,2.45,2022-01-31,8
"       (2022 BU6)",0.627,3.78,N,25.95,0.00256,1.27,2022-01-31,7
"       (2022 BV6)",0.339,8.41,N,25.48,0.00459,1.08,2022-01-29,8
"       (2022 BW6)",0.863,10.46,N,27.00,0.0159,1.79,2022-01-31,8
"       (2022 BX6)",0.566,26.40,N,25.86,0.0468,1.08,2022-01-29,6
"       (2022 BY6)",1.041,2.49,N,25.36,0.0588,4.30,2022-01-07,8
"       (2022 BZ6)",1.105,24.33,N,21.73,0.338,2.84,2022-01-28,5
"       (2022 BA7)",0.886,1.13,N,30.86,0.000626,2.27,2022-01-26,7
"       (2022 BF7)",1.270,7.41,N,23.21,0.288,2.61,2022-01-26,7
"       (2022 BG7)",1.111,4.82,N,24.16,0.141,3.70,2022-01-31,6
"       (2022 BH7)",0.484,19.17,Y,20.97,0.00314,2.24,2022-01-26,2
"       (2022 BJ7)",1.110,27.21,N,24.06,0.126,1.42,2022-01-31,9
"       (2022 BK7)",1.188,18.57,N,23.29,0.205,4.74,2022-01-27,9
"       (2022 BL7)",0.739,5.24,N,23.11,0.0492,4.45,2022-01-25,8
"       (2022 BM7)",1.084,3.90,N,25.23,0.0999,2.59,2022-01-30,8
"       (2022 BN7)",0.929,20.36,N,24.16,0.0876,2.34,2022-01-27,8
"       (2022 BO7)",1.041,2.06,N,26.47,0.0638,2.24,2022-01-31,8
"       (2022 BP7)",0.912,20.39,N,23.94,0.117,2.02,2022-01-31,8
"       (2022 BQ7)",1.152,5.76,N,21.29,0.185,2.91,2022-01-29,6
"       (2022 BT7)",0.926,7.80,N,24.33,0.0406,3.29,2022-01-26,8
"       (2022 BJ8)",0.590,15.83,N,19.41,0.151,0.98,2022-01-29,2
"       (2022 BF9)",1.138,10.43,N,22.28,0.141,3.12,2022-01-29,4
"       (2022 BG9)",0.985,14.83,N,23.45,0.118,2.80,2022-01-31,6
"       (2022 BH9)",1.021,21.17,N,22.30,0.00827,1.46,2022-01-31,8
"       (2022 BD10)",1.129,1.58,N,25.42,0.147,2.21,2022-01-24,8
"       (2022 BL10)",1.160,4.77,N,20.22,0.171,4.51,2016-08-11,2
"       (2022 BM10)",0.392,33.34,N,19.18,0.509,3.95,2022-01-28,6
"       (2022 BY12)",1.007,7.26,N,27.26,0.0242,1.06,2022-01-31,6
"       (2022 BR14)",1.233,27.98,N,21.07,0.464,3.83,2022-01-28,6
"       (2022 BY39)",0.921,3.37,N,29.93,0.00241,1.05,2022-01-26,4
"       (2022 CA)",0.900,12.30,N,26.09,0.0176,4.17,2022-02-01,8
"       (2022 CB)",1.025,22.87,N,26.05,0.0406,1.61,2022-02-01,8
"       (2022 CC)",1.016,4.82,N,26.27,0.0318,3.11,2022-02-01,8
"       (2022 CD)",0.230,6.67,N,26.11,0.00321,1.22,2022-01-28,5
"       (2022 CE)",0.968,2.73,N,27.95,0.00184,1.72,2022-01-31,5
"       (2022 CF)",1.075,18.33,N,24.74,0.109,2.08,2022-02-01,7
"       (2022 CG)",0.984,7.25,N,26.19,0.00371,2.67,2022-02-02,6
"       (2022 CH)",0.861,5.46,N,24.50,0.0124,3.90,2022-02-01,8
"       (2022 CJ)",0.950,1.64,N,26.76,0.0107,3.12,2022-02-02,8
"       (2022 CK)",0.982,3.26,N,23.90,0.0129,2.00,2022-01-30,7
"       (2022 CL)",0.836,21.75,N,22.54,0.107,2.11,2022-01-31,6
"       (2022 CM)",0.481,2.17,N,25.05,0.0073,1.55,2022-02-03,8
"       (2022 CN)",0.573,28.14,N,25.13,0.0188,1.65,2022-02-03,8
"       (2022 CO)",0.485,25.17,N,25.52,0.00153,1.68,2022-02-03,8
"       (2022 CP)",0.496,0.57,N,25.80,0.00667,4.46,2022-02-03,8
"       (2022 CQ)",0.852,13.66,N,25.99,0.0406,3.86,2022-02-03,8
"       (2022 CR)",1.006,11.97,N,27.33,0.0316,2.56,2022-02-03,7
"       (2022 CS)",0.862,14.75,N,25.97,0.00226,3.11,2022-02-03,7
"       (2022 CT)",0.691,17.47,N,25.73,0.0161,1.47,2022-01-30,7
"       (2022 CU)",1.051,2.55,N,23.74,0.0651,2.39,2022-01-26,5
"       (2022 CV)",0.415,40.35,Y,20.19,0.00948,2.12,2015-02-08,1
"       (2022 CW)",0.989,5.55,N,26.92,0.00752,3.02,2022-01-30,5
"       (2022 CX)",0.375,0.87,N,26.21,0.00949,4.18,2022-02-01,9
"       (2022 CY)",0.592,13.77,Y,21.71,1.64e-05,2.67,2022-01-29,1
"       (2022 CZ)",0.578,2.43,N,26.10,0.0173,1.66,2022-02-01,8
"       (2022 CA1)",0.772,0.50,N,27.31,6.27e-05,1.05,2022-02-03,5
"       (2022 CB1)",0.480,16.86,N,26.26,0.0231,1.01,2022-02-03,7
"       (2022 CC1)",0.569,2.62,N,27.12,0.0129,1.01,2022-02-03,7
"       (2022 CD1)",1.019,1.52,N,26.65,0.0379,2.77,2022-01-29,8
"       (2022 CE1)",0.859,8.43,N,24.73,0.0261,2.46,2022-02-03,8
"       (2022 CF1)",0.987,6.27,N,26.62,0.0231,1.94,2022-02-03,7
"       (2022 CG1)",0.703,6.17,N,27.60,0.00918,1.05,2022-02-04,6
"       (2022 CH1)",0.688,7.84,N,25.69,0.00139,2.57,2022-02-04,8
"       (2022 CJ1)",1.044,5.29,N,25.56,0.0543,1.14,2022-02-03,4
"       (2022 CK1)",1.055,1.45,N,25.84,0.0721,2.67,2022-02-04,7
"       (2022 CL1)",1.127,22.73,N,22.14,0.15,1.36,2022-02-03,5
"       (2022 CM1)",1.026,4.83,N,24.48,0.0882,1.79,2021-11-04,5
"       (2022 CN1)",1.028,27.67,Y,21.32,0.0452,1.62,2004-07-24,0
"       (2022 CO1)",0.787,5.62,N,23.14,0.0235,4.65,2022-01-27,7
"       (2022 CP1)",0.737,5.98,N,27.35,0.00413,1.47,2022-02-05,6
"       (2022 CQ1)",0.355,24.18,Y,20.68,0.0435,1.44,2022-01-10,5
"       (2022 CR1)",1.143,23.71,N,23.20,0.181,1.40,2022-02-01,6
"       (2022 CS1)",0.572,13.83,Y,21.57,0.0303,3.75,2022-02-03,8
"       (2022 CT1)",0.851,25.53,N,22.19,0.0847,2.54,2022-02-03,8
"       (2022 CU1)",0.658,2.65,N,27.38,0.00473,1.15,2022-02-04,6
"       (2022 CV1)",1.030,13.88,N,25.49,0.0796,1.61,2022-02-04,8
"       (2022 CW1)",0.653,0.85,N,27.16,0.00279,1.85,2022-02-05,7
"       (2022 CX1)",0.686,14.16,N,27.05,0.0125,1.30,2022-01-29,7
"       (2022 CY1)",0.769,5.18,N,28.08,0.000488,1.97,2022-02-05,8
"       (2022 CZ1)",0.741,13.70,N,25.30,0.0259,1.67,2022-02-01,8
"       (2022 CA2)",1.095,4.15,N,25.38,0.108,2.46,2022-02-03,6
"       (2022 CB2)",0.667,21.17,N,25.06,0.127,1.16,2022-01-31,7
"       (2022 CC2)",0.885,2.09,N,24.54,0.0222,3.11,2022-02-04,8
"       (2022 CD2)",0.982,11.91,N,22.41,0.0716,1.94,2022-02-03,5
"       (2022 CE2)",0.872,11.05,N,22.36,0.0278,3.31,2022-02-04,7
"       (2022 CF2)",1.063,10.50,N,25.59,0.0771,1.72,2022-02-04,7
"       (2022 CG2)",0.899,2.64,N,24.41,0.0208,4.49,2022-02-05,8
"       (2022 CH2)",0.853,6.32,N,24.67,0.015,1.96,2022-02-05,8
"       (2022 CJ2)",1.294,6.76,N,23.06,0.334,2.82,2022-02-01,8
"       (2022 CM2)",0.786,7.72,N,23.18,0.114,1.59,2022-02-04,7
"       (2022 CN2)",0.756,6.93,N,27.14,0.021,3.17,2022-01-31,8
"       (2022 CO2)",1.066,29.74,N,25.55,0.081,1.83,2022-02-02,8
"       (2022 CP2)",1.013,11.83,N,25.26,0.0677,2.53,2022-02-05,8
"       (2022 CQ2)",0.317,5.49,N,24.90,0.0012,1.06,2022-02-05,6
"       (2022 CR2)",0.579,7.64,N,25.34,0.0163,3.84,2022-02-05,9
